t_id_predio;numero_predial;fecha_inscripcion_catastral
1033747;470010103000001420001000000000;
1016686;470010002000000070903909050179;
1032553;470010002000000076901901050245;
759103;470010002000000070902916030311;
955026;470010115000006650904900003591;
1069783;470010002000000070902914010264;
681425;470010002000000040801800003961;
1003759;470010002000000070903917040334;
755742;470010110000000700902900000093;
824714;470010104000001010902900000096;
974896;470010102000001630019000000000;
717702;470010110000001730002500000001;
698549;470010002000000076901903080400;
893452;470010002000000023170000000000;
1002434;470010111000003460003000000000;
758973;470010002000000070902909040173;
715702;470010002000000070903908050157;
1014506;470010104000000660902901170096;
728071;470010002000000060902900000939;
671658;470010002000000070903907010124;
869280;470010104000000930906902020477;
940378;470010106000000560901904050226;
671621;470010002000000070905910030189;
860974;470010002000000076901906040554;
1064089;470010002000000076901908020161;
664438;470010002000000070902902030032;
931013;470010107000000630006000000000;
678570;470010002000000070903921010402;
912228;470010002000000070905907020127;
659961;470010002000000070905928010542;
1009583;470010002000000070903923010442;
929329;470010116000002250010000000000;
1033698;470010106000007510026000000000;
790306;470010104000000910903901020078;
992170;470010002000000076901901070263;
3015750;470010106000000560901903070182;
666248;470010002000000070903921050418;
789063;470010002000000070801800007031;
972484;470010106000000560901903040159;
1045509;470010002000000070905922050440;
678099;470010002000000070905924030471;
685757;470010108000000060902902150148;
3014313;470010106000000560901904030210;
3018999;470010002000000076901908010158;
1014482;470010002000000070902901010003;
722530;470010002000000070903924010462;
954192;470010115000006650901900000775;
937791;470010107000000090906901010164;
799213;470010110000001590901901000021;
1052486;470010002000000070903908050159;
761797;470010002000000076901904080461;
973402;470010104000000930906902060452;
1041394;470010106000000560901904010193;
859155;470010104000000910903901000193;
729018;470010002000000070902903020045;
883989;470010002000000021110000000000;
972518;470010002000000070905927030532;
687382;470010002000000070903922030430;
1060088;470010002000000070905924040473;
940275;470010106000000560901901030021;
806535;470010002000000040906900005617;
782680;470010001000000022451000000000;
851921;470011000000000090008500000001;
788842;470010002000000070903903040053;
3013353;470010002000000076901902010275;
1024274;470010106000005930902900000061;
824520;470010002000000070902916050320;
660710;470010106000002260009000000000;
710114;470010103000004670002000000000;
761988;470010002000000076901903030355;
738391;470010002000000070905926050519;
678734;470010002000000070905915010284;
722860;470010002000000070905917040335;
3012453;470010106000000560901904010200;
3016935;470010002000000076901903050372;
1041456;470010102000003190801800000032;
1014333;470010002000000070905927010524;
1069919;470010002000000070905911040213;
973142;470010002000000070903902050039;
3013479;470010002000000076901908010149;
3017517;470010002000000076901902040303;
785824;470010104000000930906901050234;
1064062;470010002000000040801800004986;
3015051;470010002000000076901908020176;
790729;470010002000000070801800007023;
1036795;470010002000000070902913050260;
3015456;470010002000000040901900000114;
3016920;470010002000000076901901010210;
1030144;470010102000001420022000000000;
1046307;470010002000000023047000000000;
748730;470010002000000023251000000000;
826854;470010102000002710039000000000;
3016656;470010002000000076901907070632;
759931;470010003000000013205000000000;
668288;470010115000003970001000000000;
3016881;470010002000000076901906060573;
659099;470010002000000070903902050037;
979199;470010108000000060902902120125;
1004026;470010110000000190908904010239;
947845;470010002000000070905923030452;
860725;470010002000000070801800007005;
1069735;470010002000000070902906050119;
681085;470010002000000040801800003933;
792016;470010002000000040901901010020;
694559;470010106000000560901902030087;
800146;470010002000000070905903010041;
893439;470010102000000880030000000000;
934365;470010002000000070903924010463;
836582;470010104000000930906902040445;
726950;470010002000000076901906010532;
964940;470010105000000030901900000029;
964742;470010002000000040901901010147;
1032759;470010002000000070903913050259;
731566;470010115000002260004000000000;
955901;470010106000006210007000000000;
751932;470010115000006390007000000000;
723109;470010002000000070905923040455;
779518;470010104000000910903901030152;
892034;470010103000003050005000000000;
1028553;470010002000000040801800004984;
868800;470010106000000760018000000000;
907626;470010001000000022541000000000;
684859;470010108000000060902902160157;
1028838;470010115000006650901900001124;
1032444;470010002000000060913900004887;
721659;470010002000000070902916010302;
753280;470010110000000640903901010285;
727005;470010002000000076901906060574;
944539;470010002000000060902900000785;
3006909;470010002000000040901900000110;
790319;470010105000001230013000000000;
667658;470010002000000070902904010064;
719709;470010002000000070902901020006;
826577;470010002000000023422000000000;
1026747;470010002000000070902916040314;
943911;470010107000000460903900000178;
928216;470010115000006790901900000208;
1021052;470010105000000500051000000000;
795198;470010108000000010901904051058;
971967;470010002000000070905928020548;
992139;470010104000001070902900000124;
1048690;470010002000000070905923050460;
817903;470010111000000810007000000000;
1028600;470010002000000076901901040237;
934089;470010102000003170009000000000;
752290;470010115000004010025901010001;2016-06-22
1056815;470010104000000670901901040027;
1024164;470010002000000070903918030350;
786546;470010101000000840901900000047;
659727;470010115000000730901900000085;
3011487;470010002000000076901901040235;
793603;470010103000003060028000000000;
1021184;470010002000000070903903010043;
1011963;470010106000000560901901060048;
720839;470010002000000070902907010121;
972191;470010106000000560901904070244;
764263;470010106000010890016500000001;
3016749;470010002000000076901903080393;
976452;470010102000003510010000000000;
1052510;470010002000000070903919050378;
3017142;470010002000000076901908010118;
969796;470010002000000060918900007850;
683438;470010002000000070903912040235;
808201;470010003000000050137000000000;
861353;470010002000000070903913030252;
659046;470010002000000070905920020385;
968999;470010110000002560010000000000;
3008559;470010106000000560901903080188;
747363;470010106000000560901902020076;
1045470;470010002000000070905907040133;
3013461;470010002000000076901903020348;
796959;470010115000001860021000000000;
884607;470010002000000040801800004961;
1033125;470010002000000076901903010338;
745460;470010002000000070903915020288;
661301;470010104000000910903901060092;
821783;470010106000000560901901030024;
3023670;470010002000000076901908020207;
726944;470010002000000076901905060511;
1044411;470010101000001870901900000037;
1032844;470010002000000070902916050318;
869350;470010104000000930906902030476;
818209;470010116000001940026000000000;
860906;470010002000000070905905050100;
821875;470010104000000910903901000130;
806461;470010108000000060902901050002;
886432;470010106000000560901902070115;
712223;470010001000000021277500000002;
661840;470010002000000060917900007091;
828422;470010002000000070802800002058;
1028502;470010002000000076901908010126;
869286;470010104000000930906902020470;
999968;470010002000000040901900000118;
860701;470010003000000010215000000000;
801129;470010002000000070903908030151;
963600;470010106000007700801800000017;
954639;470010002000000040901901010141;
957944;470010002000000050801800000143;
1032755;470010002000000070903906050118;
1041588;470010002000000070902901050018;
779646;470010800000000670220000000000;
722572;470010002000000070905902050039;
789144;470010002000000070903914020265;
684807;470010108000000060902902100110;
992310;470010002000000070903924010461;
1056252;470010106000000560901902060105;
721744;470010002000000070903903020047;
675399;470010002000000070903912050238;
699700;470010110000000830017000000000;1993-11-17
1064165;470010106000000560901902050099;
675508;470010002000000070902913010241;
658790;470010002000000070905927040533;
1000266;470010002000000070902904020065;
682009;470010108000000060902901050003;
792356;470010002000000022392000000000;
851994;470010103000002390019000000000;
1056210;470010106000000560901903040155;
1038041;470010102000002310901900000060;
1060099;470010108000000060902902140141;
659743;470010002000000070903923010444;
1040886;470010104000000930906901020291;
993086;470010002000000040916900005774;
741615;470010115000005560016000000000;
722012;470010002000000070903912040234;
801901;470010002000000070902911040213;
813154;470010002000000070905908010141;
917504;470010106000000330035000000000;
972307;470010002000000070905925030489;
789258;470010002000000070903919010361;
668707;470010108000000060902902060087;
917598;470010113000001170005000000000;
678293;470010115000003920027900000000;2015-07-07
938124;470010003000000050138000000000;
942771;470010002000000070905907010121;
3013452;470010002000000076901901020223;
668176;470010002000000070905905040093;
735040;470010002000000022492500000023;
3012309;470010002000000076901908020185;
1026579;470010106000008550012000000000;
1008325;470010111000003000001000000000;
777918;470010116000001990012000000000;
720495;470010002000000070902904020067;
786518;470010113000000870009000000000;
1069807;470010002000000070903903020045;
821687;470010104000000910903901060091;
660036;470010002000000070903915030290;
927399;470010104000000930906901000308;
659900;470010002000000070905901030011;
1024029;470010104000000930906901000306;
785868;470010115000003520014000000000;
827436;470010003000000010086500000014;
692108;470010107000001380189000000000;
1003699;470010002000000040901901030052;
3010905;470010106000000560901903010134;
861137;470010108000000060902901160071;
691512;470010002000000022780000000000;
1048796;470010002000000070802800002054;
1014473;470010002000000070902906020107;
1049460;470010106000001220015000000000;
657886;470010002000000076901904060445;
3020817;470010002000000076901908010147;
1012183;470010106000003320018000000000;
3015651;470010106000000560901902060109;
3020583;470010002000000076901908020187;
1020850;470010110000001480006000000000;
683290;470010002000000070903914020267;
678192;470010115000002680006000000000;
694144;470010106000000560901902080124;
1069759;470010002000000070902910040195;
1045809;470010002000000070903916020307;
1028723;470010115000005500012000000000;
659977;470010002000000070903914040275;
681079;470010002000000040801800003946;
999885;470010104000000930906901020283;
801553;470010110000002430022000000000;
1020310;470010002000000040801800004996;
1028867;470010002000000070902907040134;
1051584;470010102000002100002000000000;
703367;470010101000001650901900000037;
715472;470010002000000070905902030032;
1003832;470010110000000620902900000252;
781092;470010002000000071420000000000;
721075;470010002000000070902908020146;
1052868;470010110000000620902901100404;
723640;470010002000000071128000000000;
659737;470010002000000070903921020405;
799899;470010104000001070902900000142;
884356;470010104000000930906902080460;
721155;470010002000000070902910030189;
668799;470010108000000060902901060008;
937842;470010115000006840033000000000;
869240;470010104000000930906901060236;
681576;470010001000000020801800002394;
1069725;470010002000000070902903050060;
938208;470010002000000070905904030069;
1065924;470010109000003600901900000149;2019-09-23
825754;470010109000002380014000000000;
970105;470010102000002500903900000527;
747312;470010110000000830901900000199;
721824;470010002000000070903905040093;
666224;470010002000000040901901010013;
866845;470010002000000060917900007233;
788634;470010102000000920005000000000;
659731;470010106000000560901902080126;
1014426;470010002000000070903915010283;
664769;470010110000000400904901020761;
722250;470010002000000070903919020367;
1069907;470010002000000070905909020165;
838024;470010113000000780040000000000;
3006690;470010002000000040901901010157;
984841;470010112000001200003000000000;
657863;470010002000000076901905010468;
715383;470010002000000070801800007038;
938743;470010111000002240003000000000;
678068;470010002000000070905901050020;
1032651;470010002000000070905928040553;
926044;470010104000000920901901010016;
903852;470010106000002670015000000000;
721199;470010002000000070902910020187;
789481;470010002000000070578000000000;
786588;470010800000000800901900000020;
668713;470010002000000070905926050520;
690935;470010106000000560901901060045;
698700;470010002000000070905924040475;
659985;470010002000000070905920030391;
668190;470010002000000070905908050158;
821361;470010106000000560901902050100;
722638;470010002000000070905903030051;
706606;470010104000000930906901010313;
934518;470010002000000040801800009973;
772160;470010002000000070905917050340;
864883;470010108000000060902901050004;
966334;470010002000000070905919050378;
675498;470010114000000360020000000000;
1069711;470010002000000070902902030031;
746623;470010110000000190908904030262;
1003848;470010002000000070902909040174;
1020401;470010115000006560901900000164;
981794;470010002000000076901902050312;
1028499;470010002000000076901908010102;
1028701;470010002000000070903917050339;
678112;470010002000000070905926020508;
699782;470010002000000070903920030389;
1003719;470010002000000040901901010002;
747837;470010002000000070903920010381;
869282;470010104000000930906902020490;
1041093;470010002000000070902902040036;
657811;470010002000000070905912030229;
722606;470010002000000070905903020045;
3017361;470010002000000076901902020286;
668173;470010002000000070905905020086;
1032762;470010106000000560901901030022;
1060047;470010002000000070905906040115;
662611;470010107000000460903900000304;
676067;470010003000000010083000000000;
675415;470010002000000070903917020328;
1032626;470010002000000070905920020387;
1045622;470010002000000070903915020287;
807059;470010103000000910011500000001;
1060116;470010002000000070903910040195;
722904;470010002000000070905918050357;
1017038;470010110000000380906900001516;
1041399;470010002000000070903904010064;
930969;470010107000000590007000000000;
720050;470010002000000070902902050040;
721970;470010115000003920027901020002;2015-07-07
796212;470010106000010100001500000014;
1048687;470010002000000070905923050457;
721900;470010002000000070903909030172;
687671;470010002000000070905902030031;
1045465;470010002000000070905913020246;
940598;470010002000000040901900000090;
1007622;470010104000000930906902050446;
657914;470010108000000060902902160154;
3009384;470010002000000070902912050238;
1064685;470010110000000870902901000089;
1015487;470010104000000930906902030492;
945102;470010002000000070905915040295;
1007656;470010002000000076901906080588;
694444;470010002000000070905910010181;
1072913;470010001000000020801800002383;
909974;470010103000001070005000000000;
685687;470010002000000076901903040367;
787985;470010002000000076901901020220;
909942;470010102000002480030000000000;
962445;470010103000003420026000000000;
692697;470010106000000560901902050103;
889083;470010106000010670003500000002;
940344;470010002000000070902915020285;
899494;470010110000000630037000000000;
966420;470010106000000560901905080287;
3019347;470010002000000076901908010137;
685689;470010002000000076901903040366;
886520;470010002000000070903919040375;
688875;470010102000002430901900000040;
728216;470010002000000042236000000000;
3007317;470010002000000076901907080639;
740046;470010002000000070903908050158;
3006687;470010002000000070905919010364;
699252;470010002000000070905911020206;
1072968;470010002000000040901901040059;
738301;470010108000000060902902070089;
721245;470010002000000070902911030212;
721858;470010002000000070903907050138;
1020654;470010104000000930906901000259;
808145;470010002000000040901901010139;
659952;470010002000000070905918040353;
976933;470010106000000150039000000000;
745310;470010109000004130005000000000;
962791;470010002000000060918900007673;
1020551;470010102000001360005000000000;
938449;470010002000000076901907040611;
691019;470010106000000560901901080058;
1003801;470010104000000930906901010312;
1036522;470010002000000070903910020186;
1036595;470010002000000070903919020365;
797755;470010002000000030145000000000;
1065906;470010109000003600901900000144;2019-09-23
985055;470010107000000060901900000048;
1008082;470010106000000560901903070181;
3010413;470010002000000076901902070324;
922379;470010002000000040901900000130;
826281;470010106000009800018500000001;
1069889;470010002000000070905901030012;
870363;470010106000002270012000000000;
1024041;470010002000000040801800004988;
813577;470010115000003920002000000000;
943458;470010002000000070905921050418;
745480;470010002000000070801800007012;
753462;470010103000000130042000000000;2014-01-01
1072189;470010107000001050801800000036;
671428;470010102000002870028000000000;
1045507;470010002000000070905920020386;
1003870;470010002000000070902916050317;
675389;470010002000000070903907030129;
1032846;470010002000000070902914030270;
739002;470010106000004970011000000000;
966521;470010106000000560901904020204;
992203;470010002000000070905912020228;
1065926;470010109000003600901900000150;2019-09-23
970218;470010106000000180019000000000;
699014;470010104000000430904900000160;
1020869;470010110000000640903900010411;
967920;470010104000000930906901020323;
666215;470010002000000070905915010281;
728849;470010002000000070902912020228;
937945;470010002000000040801800004989;
952578;470010104000000930906901000301;
988642;470010104000000930906902110482;
1069865;470010002000000070903916030311;
662552;470010002000000066749000000000;
788451;470010002000000070905923010444;
660485;470010002000000070905917010323;
659910;470010002000000076901903060383;
826675;470010110000000640903900000296;
982066;470010109000000450901900000086;
972524;470010105000000030901900000026;
797019;470010002000000076901901030230;
828440;470010109000002580801800000028;
822167;470010002000000070905912040233;
3020082;470010002000000076901908020181;
1032834;470010107000000460903900000355;
704689;470010103000004050001000000000;
1064058;470010002000000070903924050480;
1006799;470010002000000076901903020352;
940403;470010002000000040901901030049;
1032740;470010002000000070903916010302;
926339;470010102000002500801800000043;
1056145;470010002000000040801800005004;
727964;470010002000000076901906040556;
675510;470010002000000070902913040253;
1041326;470010106000006520023000000000;
964173;470010002000000070905924020466;
909557;470010002000000070903908050160;
967359;470010002000000070905910040194;
967741;470010105000000020901900000027;
678920;470010002000000070905909040176;
1060077;470010002000000070905915010283;
952518;470010002000000040901901010137;
1041564;470010110000000400902900000091;
818243;470010115000000730901900000086;
799864;470010002000000040801800004975;
912677;470010002000000070905922010421;
1064160;470010106000000560901902010068;
683308;470010002000000070903920050397;
979116;470010002000000040801800004969;
702031;470010002000000070801800002022;
715535;470010002000000070905914030269;
3019212;470010002000000076901902020287;
732281;470010002000000076901906040555;
796883;470010104000000910903901030153;
1032641;470010108000000060902902120130;
796995;470010002000000076901908010089;
1065920;470010109000003600901900000147;2019-09-23
1040673;470010002000000070801800007055;
773259;470010002000000070801800007041;
658627;470010107000000120904901120449;
3023673;470010002000000076901901050242;
971951;470010002000000070903909050177;
734810;470010002000000060918900007853;
664373;470010116000001840011000000000;
962702;470010002000000070903916020305;
1008079;470010106000000560901904050227;
822258;470010002000000070905902040035;
790521;470010002000000060918900007857;
886374;470010002000000070903910040196;
1048698;470010002000000070903905010082;
3008553;470010106000000560901904010197;
1069801;470010002000000070902916040315;
732222;470010002000000070905913030249;
735544;470010115000003880016000000000;2014-01-01
1015506;470010104000000910902901030072;
790535;470010002000000070902909030171;
722782;470010002000000070905914010261;
931204;470010115000005720009000000000;
1024537;470010110000000190904901020359;
723940;470010103000004620010500000155;
789947;470010002000000070905917030332;
841357;470010104000000910903901010147;
736510;470010106000007240025000000000;
718236;470010105000000940226000000000;
720938;470010002000000070902908020148;
824880;470010106000001450016000000000;
1041346;470010002000000076901904060442;
926292;470010104000000920901901040021;
1007616;470010104000000930906902020499;
925610;470010102000002500901900000139;
942650;470010002000000040901901010040;
967986;470010106000000560901903070184;
1056336;470010101000001320901900000026;
3007608;470010002000000076901902020285;
1024189;470010104000000930906901020331;
981645;470010108000000010901901030293;
1018135;470010001000000022545000000000;
3012543;470010106000000560901901030020;
970506;470010107000000480901901010026;
1065928;470010109000003600901900000151;2019-09-23
1033084;470010104000000930906901020293;
710199;470010102000002500902900000175;
886683;470010104000000910903901120176;
678349;470010108000000060902902150146;
1056141;470010104000000910903901000124;
1040878;470010106000000560901902050101;
967979;470010102000002710039901010102;
1069915;470010002000000070905910040193;
1028567;470010001000000020801800002397;
675492;470010107000000870901900000053;
1050011;470010900000000650015000000000;
684994;470010107000000810906900000440;
660688;470010104000001610907900000192;
666201;470010002000000076901904070450;
1020650;470010113000000810029000000000;
1053296;470010102000001860009000000000;
668213;470010002000000070905915020288;
1060912;470010002000000042146000000000;
716593;470010002000000070138000000000;
942147;470010106000000560901904070247;
3017568;470010002000000076901904050433;
1028541;470010101000001770017000000000;
1051995;470010105000000040024000000000;
869176;470010104000000930906901010320;
722521;470010002000000070903924050479;
676065;470010106000002250003000000000;
1045463;470010002000000070905912040234;
967404;470010106000000560901904040223;
826649;470010115000006810902900000296;
790467;470010114000000890010000000000;
3007719;470010002000000076901901070258;
708997;470010102000001950001000000000;
1048668;470010002000000076901905020475;
882708;470010001000000020801800002413;
1048630;470010104000000930906902020494;
691198;470010002000000070903903050060;
1028694;470010106000000560901903060171;
1028662;470010002000000070903910030189;
823231;470010101000001650901900000061;
1014317;470010108000000060902902070095;
938807;470010002000000070903902040033;
774308;470010102000002710039901010101;
711441;470010110000000640906900001214;
