t_id_predio;numero_predial;fecha_inscripcion_catastral
1064122;470010002000000070905913040253;
3023805;470010002000000076901904070456;
1006843;470010002000000070905928040554;
722902;470010002000000070905921050417;
685260;470010002000000070903906020106;
3015450;470010002000000040901900000120;
722026;470010002000000070903913030251;
932163;470010003000000010802800004061;
982702;470010110000000400903900000367;
799193;470010110000001590901901000062;
788742;470010002000000070801800007056;
801103;470010104000000670901901010040;
797477;470010101000000770903900000068;
658551;470010102000002500801800000052;
718336;470010002000000070801800007004;
722209;470010108000000060902902120128;
938747;470010001000000021214000000000;
951492;470010002000000070905903050060;
720729;470010104000000920901901030020;
944155;470010002000000070801800007208;
1003747;470010002000000070801800006987;
916452;470010106000010660004500000001;
750358;470010002000000070902904030072;
964522;470010002000000070905918010341;
1069769;470010002000000070902913030249;
926695;470010109000003260002000000000;
675361;470010002000000070905926020507;
819184;470010110000000640903900000299;
687440;470010002000000070905906030110;
1011958;470010106000000560901903080186;
3010902;470010002000000076901902080334;
721115;470010002000000070902909050177;
657960;470010002000000070903910030191;
1000822;470010002000000040901900000087;
3018726;470010002000000076901901010213;
787837;470010002000000070905906040114;
681419;470010002000000040801800003976;
678078;470010002000000076901903080399;
1037998;470010002000000076901906070577;
865417;470010106000009780002000000000;
668183;470010002000000076901904010403;
1045805;470010109000008030002000000000;
1064156;470010002000000070903911040214;
796812;470010002000000070801800007035;
1064153;470010002000000040901901060069;
726631;470010002000000076901903060382;
678672;470010109000000560018000000000;
714353;470010002000000066621000000000;
995692;470010104000000670901901010041;
1056199;470010002000000076901906030548;
795306;470010001000000040059000000000;
967926;470010104000000910903901040086;
955128;470010002000000040901900000113;
1042632;470010108000000010901904011402;
761805;470010002000000076901904080463;
1006890;470010002000000040901900000083;
974702;470010002000000040901901010005;
721425;470010002000000070902913040256;
729905;470010002000000070905901020005;
1066860;470010106000000560901902080127;
747663;470010002000000070903919020366;
1017145;470010002000000070902914050280;
667644;470010002000000070801800007015;
698752;470010103000004150019000000000;
659133;470010002000000070903915010282;
958271;470010002000000040801800005008;
666213;470010002000000076901906010536;
840104;470010115000000730067500000001;
675292;470010103000004690008000000000;
670407;470010102000002530025000000000;
1045387;470010002000000070905905030089;
3010410;470010002000000076901901080268;
691405;470010107000000400902900000067;
1060160;470010104000000910903901110173;
1008038;470010108000000060902902080099;
1066413;470010002000000049983000000000;
657719;470010002000000040901901010144;
1022939;470010003000000011254000000000;
1003727;470010114000000160015000000000;
659687;470010002000000070905926050517;
3013473;470010002000000076901908010142;
940474;470010002000000070905927040535;
919960;470010002000000040901901030047;
1015552;470010002000000076901906030550;
689297;470010002000000070902909020166;
678182;470010104000000670901901020021;
945269;470010002000000070905914040275;
666244;470010115000005950028000000000;
886485;470010002000000070903916050320;
691196;470010002000000070903903030051;
890320;470010001000000020801800002425;
917516;470010103000001820023000000000;
972494;470010106000000560901903010133;
1036512;470010106000000560901903030151;
952238;470010106000004350008000000000;
3012540;470010106000000560901905080286;
713042;470010103000000340009000000000;
943727;470010002000000040901901010171;
1069737;470010002000000070902906020106;
1028543;470010101000000840901900000051;
1003844;470010002000000070903911010203;
938402;470010002000000070905914010262;
895282;470010106000000560018000000000;
1020685;470010002000000070902914020266;
3016251;470010002000000076901902020281;
856331;470010101000001020010000000000;
1032877;470010002000000070902901050020;
715439;470010001000000020801800002418;
689288;470010002000000070903916050319;
1006839;470010002000000076901904060446;
951968;470010108000000060902902170164;
1060120;470010002000000040901901040057;
775248;470010115000006790901900000123;
749219;470010106000004000018000000000;
1036672;470010104000000910903901060161;
1000175;470010002000000076901905050502;
985148;470010107000000740901901170237;
821719;470010104000000910903901100103;
885782;470010111000000460001500000022;
947677;470010106000000560901904030216;
992725;470010115000006560901900000206;
660501;470010002000000010545000000000;
721966;470010105000000130003901020001;2014-01-01
659975;470010002000000040901901010180;
1072971;470010002000000040901900000098;
1060114;470010002000000070903910040194;
684861;470010002000000070903901030009;
683240;470010108000000060902902100112;
722503;470010002000000070905901010003;
659661;470010002000000040801800003960;
669122;470010003000000050139000000000;
1064064;470010002000000040801800004967;
1016604;470010106000002710004000000000;
1052418;470010002000000070801800007206;
666293;470010002000000030137000000000;
826979;470010115000006710003000000000;
833226;470010106000009110012500000001;
666336;470010110000000380908900001724;
722024;470010002000000070903913010243;
722509;470010002000000070903923020448;
3007494;470010002000000076901907080636;
972989;470010002000000040901901050066;
1056155;470010002000000076901908020170;
684764;470010002000000070905904010063;
1056254;470010002000000070903916020306;
788895;470010002000000070801800007029;
666166;470010106000006580004000000000;
687188;470010104000000910903901040157;
1056205;470010002000000076901907050621;
1064070;470010101000002010017000000000;
1028721;470010111000003550002000000000;
3020373;470010002000000070902913020245;
1014441;470010101000001230901900000066;
854172;470010104000000910903901000196;
1052449;470010002000000060917900007361;
1006797;470010002000000076901903070392;
1069745;470010002000000070902910010184;
958101;470010111000000770001000000000;
1061635;470010109000003600901900000141;2019-09-23
770062;470010112000000940801800000244;
938850;470010112000000640901900000103;
683906;470010002000000040801800004997;
681938;470010106000006660007000000000;
944536;470010106000000560901905030265;
866015;470010002000000076901904040426;
998102;470010102000002200015901030001;2017-06-09
721912;470010002000000070903910010182;
979016;470010004000000020032000000000;
668814;470010106000004760001000000000;
734834;470010114000000350901900000004;
1003712;470010002000000040901901020041;
675343;470010002000000070905920010384;
869272;470010104000000930906902020498;
821797;470010106000000560901901060042;
667654;470010002000000070905904030070;
945641;470010102000000730004000000000;
3013908;470010002000000076901903060377;
884721;470010002000000070801800007064;
3012954;470010002000000076901903050370;
1033634;470010110000000630042000000000;
813078;470010006000000020214000000000;
689191;470010110000000830901900000329;
1071163;470010002000000051142000000000;
3024261;470010002000000076901902070326;
720975;470010002000000070902908010141;
664772;470010002000000050547000000000;
1068999;470010104000000920901901070029;
761727;470010002000000076901903040364;
720201;470010002000000070902904040074;
944774;470010002000000070905926010503;
1003556;470010002000000070905906030111;
863976;470010103000004810020000000000;
687384;470010002000000040801800003949;
683930;470010002000000040801800005000;
720622;470010106000002670004000000000;
1056158;470010001000000020801800002384;
940830;470010002000000040901900000099;
965141;470010002000000070905915030291;
940249;470010002000000040901900000127;
824179;470010109000002090049000000000;
1066377;470010002000000040801800003979;
1064820;470010108000000060902901160070;
1026409;470010002000000076901906020541;
3012327;470010106000000560901905050275;
778694;470010002000000076901907060623;
1006825;470010002000000070905915040296;
762818;470010111000000440043000000000;
3007308;470010002000000076901906050563;
801507;470010004000000010038000000000;2016-05-27
747551;470010110000000380906900001576;
780473;470010800000001180013000000000;
3015744;470010002000000076901908010083;
908774;470010111000004000003000000000;
921939;470010115000004010025000000000;
722967;470010002000000070905923050459;
869248;470010104000000930906901060237;
660235;470010002000000070905925050498;
934895;470010113000000230005500000004;
1041584;470010002000000070902904030071;
1025073;470010002000000050885000000000;
685724;470010002000000076901902040300;
696495;470010002000000049981000000000;
974652;470010002000000070903901030012;
965158;470010106000000560901905020262;
785828;470010104000000930906901010311;
1045142;470010006000000020148000000000;
967895;470010002000000040901900000100;
850913;470010002000000076901904010405;
1060075;470010002000000070905914030271;
1060154;470010101000001490901900000033;
931256;470010800000001250002000000000;
1016606;470010002000000040801800004977;
785844;470010103000000210010000000000;
1000169;470010002000000070905925050499;
749028;470010103000002800023000000000;
789491;470010104000000930906901020285;
954406;470010108000000060902902160153;
979197;470010108000000060902902070092;
1045803;470010106000004070005000000000;
968919;470010002000000070905918030352;
1053222;470010003000000010635000000000;
787622;470010106000004500011000000000;
3010044;470010002000000076901906060571;
694356;470010002000000070903924040476;
3014091;470010002000000040901900000107;
687852;470010001000000022070000000000;
1045613;470010002000000060913900005342;
974411;470010002000000070905916010304;
659805;470010002000000070902901040016;
657954;470010002000000040901901010003;
667085;470010002000000070902908020145;
973369;470010002000000070905925020485;
3011151;470010107000000490904901010233;
1003770;470010002000000070903913030250;
731835;470010002000000040922900005865;
3024045;470010002000000076901908010092;
929281;470010108000000140901901020045;
664440;470010002000000066416000000000;
721784;470010002000000070903904050077;
1064960;470010105000000030901900000027;
1000163;470010002000000010489000000000;
720792;470010002000000070902905020088;
676834;470010115000006250015000000000;
1032707;470010106000000560901904070241;
693972;470010108000000060902901170074;
1045763;470010002000000022631000000000;
1046679;470010107000000570901900000033;
678896;470010002000000070902916020307;
722730;470010002000000070905910010182;
664329;470010002000000070905916050318;
687839;470010111000001320019000000000;
1020566;470010002000000040801800005002;
1069751;470010002000000070902908040155;
707839;470010102000000870016000000000;
657835;470010002000000070905902050040;
868245;470010104000000670901901020018;
1027011;470010106000001720016000000000;
972759;470010002000000040901901050063;
1060111;470010106000000560901904070245;
1064124;470010002000000070905913040254;
691240;470010106000000560901902020074;
945355;470010002000000040901900000125;
841833;470010103000004320027000000000;
764828;470010115000006650901900000719;
3006720;470010106000000560901905050276;
1035147;470010107000000190903901090110;
979129;470010002000000040801800004990;
1060847;470010002000000040901901070074;
826643;470010104000001200008000000000;
659969;470010002000000070905919020366;
972895;470010107000000570903901060160;
726571;470010109000003600901900000145;2019-09-23
1017188;470010110000000290003500000027;
911819;470010002000000040801800004963;
1003786;470010002000000065256000000000;
699388;470010002000000076901906020537;
1060142;470010002000000070903917010324;
966475;470010101000001650901900000068;
1058124;470010002000000060918900007471;
1069837;470010002000000070903915020285;
773401;470010002000000070905918010344;
933532;470010108000000180903901120293;
1052462;470010002000000070903904040074;
1052514;470010002000000070903920020388;
693777;470010113000000710901900000007;
812036;470010102000003040019000000000;
790431;470010103000001120022000000000;
727057;470010002000000076901907020604;
971821;470010104000000910903901040085;
1020634;470010002000000066570000000000;
801576;470010115000003820037000000000;
662516;470010104000001070902900000197;
1060073;470010002000000070905912010224;
1049394;470010104000001610906900000118;
1009586;470010104000000930906901000265;
657964;470010002000000070903911030209;
939789;470010002000000042473000000000;
1065890;470010109000003600901900000000;2019-09-23
738894;470010002000000076901907030610;
1015639;470010106000010690009500000001;
792004;470010002000000040901901010017;
1006918;470010106000000560901905060277;
