t_id_predio;numero_predial;condicion_predio;destinacion_economica
3015795;470010107000000690907901070273;PH.Unidad_Predial;Forestal
909597;470010103000004740016500000001;Parque_Cementerio.Unidad_Predial;Forestal
788117;470010115000006830004000000000;NPH;Forestal
1025190;470010107000000460903901020177;PH.Unidad_Predial;Agropecuario
980991;470010110000000380901902070464;PH.Unidad_Predial;Forestal
3010830;470010107000000080909901010357;PH.Unidad_Predial;Forestal
3019674;470010104000000320904901010003;PH.Unidad_Predial;Forestal
3015423;470010107000000570903901040146;PH.Unidad_Predial;Forestal
831986;470010106000005650021500000003;Parque_Cementerio.Unidad_Predial;Forestal
970473;470010107000000410904901030131;PH.Unidad_Predial;Forestal
1056675;470010110000000630901901010056;PH.Unidad_Predial;Forestal
974789;470010107000000280901901020004;PH.Unidad_Predial;Forestal
754709;470010106000000850028500000002;Parque_Cementerio.Unidad_Predial;Forestal
985603;470010110000000640901901110104;PH.Unidad_Predial;Forestal
982974;470010110000000630901901020309;PH.Unidad_Predial;Forestal
990995;470010110000000710901901030142;PH.Unidad_Predial;Forestal
973363;470010104000000020903901150314;PH.Unidad_Predial;Agropecuario
979865;470010110000000380903901000897;PH.Unidad_Predial;Forestal
958986;470010108000000020902901020120;PH.Unidad_Predial;Forestal
991334;470010108000000060901901170091;PH.Unidad_Predial;Forestal
915188;470010106000004520006000000000;NPH;Forestal
3017442;470010104000000730901901130055;PH.Unidad_Predial;Forestal
1010479;470010104000000280902902130232;PH.Unidad_Predial;Forestal
1028668;470010104000000650901901020616;PH.Unidad_Predial;Forestal
3020184;470010104000000020902901130179;PH.Unidad_Predial;Forestal
3011265;470010107000000630904901070374;PH.Unidad_Predial;Forestal
1056388;470010104000000800024000000000;NPH;Forestal
972100;470010102000000950901900000030;PH.Unidad_Predial;Forestal
3014553;470010110000000400904902060551;PH.Unidad_Predial;Forestal
1032834;470010107000000460903900000355;PH.Unidad_Predial;Forestal
999393;470010109000000500054000000000;NPH;Agropecuario
3014304;470010107000000150904901020318;PH.Unidad_Predial;Forestal
992307;470010107000000770901901010010;PH.Unidad_Predial;Forestal
947529;470010104000000310901901010058;PH.Unidad_Predial;Forestal
963343;470010102000002890039000000000;NPH;Forestal
3018906;470010107000000280905901010493;PH.Unidad_Predial;Forestal
968999;470010110000002560010000000000;NPH;Mineria_Hidrocarburos
985304;470010110000000570902900000125;PH.Unidad_Predial;Forestal
945358;470010107000000280906901010612;PH.Unidad_Predial;Agropecuario
879563;470010106000009040055000000000;NPH;Forestal
3011886;470010110000000710901901060191;PH.Unidad_Predial;Forestal
3007854;470010107000000020901901080205;PH.Unidad_Predial;Forestal
3009279;470010110000000610902900000146;PH.Unidad_Predial;Forestal
969471;470010104000000640901901041014;PH.Unidad_Predial;Forestal
916908;470010110000000870902901000068;PH.Unidad_Predial;Forestal
3019671;470010107000000430903901000103;PH.Unidad_Predial;Forestal
661256;470010102000001700901900000001;PH.Unidad_Predial;Agropecuario
3013242;470010110000000640903904011170;PH.Unidad_Predial;Forestal
979355;470010110000000640903900010754;PH.Unidad_Predial;Forestal
980709;470010110000000830901903101032;PH.Unidad_Predial;Forestal
975265;470010110000000710901901030153;PH.Unidad_Predial;Forestal
973438;470010107000000460903901010268;PH.Unidad_Predial;Forestal
791341;470010112000000020006000000000;NPH;Forestal
1012269;470010104000000280902901010039;PH.Unidad_Predial;Forestal
1056810;470010104000000010901901020073;PH.Unidad_Predial;Agropecuario
3007560;470010107000000690907901140312;PH.Unidad_Predial;Forestal
986054;470010110000000400903901010246;PH.Unidad_Predial;Forestal
3021591;470010110000000400904902131168;PH.Unidad_Predial;Forestal
978418;470010108000000010901901120526;PH.Unidad_Predial;Forestal
3022854;470010107000000500902901010053;PH.Unidad_Predial;Forestal
772124;470010116000001620001500000007;Parque_Cementerio.Unidad_Predial;Forestal
1042083;470010110000000400902901070128;PH.Unidad_Predial;Forestal
992360;470010110000000400902901090133;PH.Unidad_Predial;Forestal
972626;470010107000000190905901130257;PH.Unidad_Predial;Forestal
975986;470010111000001900003000000000;NPH;Forestal
1063385;470010103000000590801800000081;Condominio.Unidad_Predial;Forestal
948072;470010107000000150903901070159;PH.Unidad_Predial;Forestal
992759;470010115000006650904900002709;PH.Unidad_Predial;Forestal
788403;470010106000009040006000000000;NPH;Forestal
964168;470010106000009280009500000001;Parque_Cementerio.Unidad_Predial;Forestal
3017835;470010110000000620902901080380;PH.Unidad_Predial;Forestal
3007734;470010107000000490907901140743;PH.Unidad_Predial;Forestal
986613;470010110000000480904901090165;PH.Unidad_Predial;Forestal
982407;470010108000000010901902040313;PH.Unidad_Predial;Forestal
871432;470010106000011570003000000000;NPH;Forestal
3011448;470010107000000160902901060055;PH.Unidad_Predial;Forestal
837854;470010109000000460016500000001;Parque_Cementerio.Unidad_Predial;Agropecuario
3013518;470010107000000090906901040181;PH.Unidad_Predial;Forestal
1044261;470010104000000560901901060056;PH.Unidad_Predial;Forestal
985065;470010110000000380903901001188;PH.Unidad_Predial;Forestal
3011271;470010107000000490906901100671;PH.Unidad_Predial;Forestal
3008148;470010110000000400903901010281;PH.Unidad_Predial;Forestal
1046033;470010110000000580902901980100;PH.Unidad_Predial;Forestal
770293;470010106000005850003500000001;Parque_Cementerio.Unidad_Predial;Forestal
963566;470010106000007370009000000000;NPH;Forestal
3008754;470010110000000540902901010060;PH.Unidad_Predial;Forestal
3012720;470010110000000640903902010466;PH.Unidad_Predial;Forestal
658346;470010105000000440901900000000;NPH;Acuicola
1021384;470010107000000810902900000061;PH.Unidad_Predial;Forestal
977059;470010108000000160903901190235;PH.Unidad_Predial;Forestal
985049;470010110000000630901901170334;PH.Unidad_Predial;Forestal
3014121;470010107000000690903901010082;PH.Unidad_Predial;Forestal
3015996;470010110000000380903901001026;PH.Unidad_Predial;Forestal
1038222;470010107000000460902901050076;PH.Unidad_Predial;Forestal
3020646;470010107000000300905901101005;PH.Unidad_Predial;Forestal
3008169;470010110000000190901902010147;PH.Unidad_Predial;Forestal
3007011;470010108000000010901902030198;PH.Unidad_Predial;Forestal
971627;470010107000000080913901020237;PH.Unidad_Predial;Forestal
676358;470010115000006840001000000000;NPH;Forestal
972542;470010104000000620904901070124;PH.Unidad_Predial;Forestal
699924;470010110000000630901901020316;PH.Unidad_Predial;Forestal
1002723;470010105000002070801800000034;Condominio.Unidad_Predial;Forestal
989886;470010115000006650901900000420;PH.Unidad_Predial;Forestal
3007227;470010104000000540901901010043;PH.Unidad_Predial;Agropecuario
706746;470010113000001220017500000001;Parque_Cementerio.Unidad_Predial;Forestal
3010464;470010108000000010901901140558;PH.Unidad_Predial;Forestal
991826;470010110000000190901900010028;PH.Unidad_Predial;Forestal
1046840;470010103000007630009000000000;NPH;Forestal
989588;470010107000000570904901040006;PH.Unidad_Predial;Agropecuario
3014268;470010110000000380903900001351;PH.Unidad_Predial;Forestal
972589;470010107000000120902901000148;PH.Unidad_Predial;Forestal
977614;470010110000000570902900000076;PH.Unidad_Predial;Forestal
791645;470010800000000490054000000000;NPH;Forestal
1010991;470010104000000020901901010010;PH.Unidad_Predial;Agropecuario
991705;470010107000000570903901070172;PH.Unidad_Predial;Forestal
968427;470010103000000050901900000030;PH.Unidad_Predial;Forestal
893526;470010115000006840030000000000;NPH;Forestal
953175;470010110000000480904901020103;PH.Unidad_Predial;Forestal
1045092;470010107000000410904901060134;PH.Unidad_Predial;Forestal
973847;470010107000000310905901080158;PH.Unidad_Predial;Forestal
3022851;470010107000000690906901010232;PH.Unidad_Predial;Agropecuario
769880;470010106000009850009000000000;NPH;Forestal
3017382;470010107000000320901901060055;PH.Unidad_Predial;Forestal
798525;470010106000005770015500000001;Parque_Cementerio.Unidad_Predial;Forestal
1044386;470010104000000280902901080164;PH.Unidad_Predial;Forestal
978805;470010108000000020902901000075;PH.Unidad_Predial;Forestal
3013197;470010107000000490905902130403;PH.Unidad_Predial;Forestal
966515;470010104000000020903901010281;PH.Unidad_Predial;Agropecuario
3023586;470010107000000080904901070149;PH.Unidad_Predial;Forestal
761652;470010107000000560010200000002;Informal;Forestal
3013887;470010106000000560901903050162;PH.Unidad_Predial;Forestal
3008652;470010107000000490905902000639;PH.Unidad_Predial;Forestal
975448;470010110000000640903901010636;PH.Unidad_Predial;Forestal
3008766;470010110000000620902901010257;PH.Unidad_Predial;Forestal
985310;470010107000000740901901010062;PH.Unidad_Predial;Forestal
1000513;470010107000000490907901060717;PH.Unidad_Predial;Forestal
699896;470010106000010470003000000000;NPH;Forestal
986278;470010107000000740901902040187;PH.Unidad_Predial;Forestal
3014424;470010110000000380904901000042;PH.Unidad_Predial;Agropecuario
1052292;470010115000006650904900003501;PH.Unidad_Predial;Forestal
942978;470010104000000640901901031005;PH.Unidad_Predial;Forestal
3016509;470010107000000120902901000077;PH.Unidad_Predial;Forestal
662665;470010107000000920008000000000;NPH;Forestal
983927;470010110000000380904901000044;PH.Unidad_Predial;Agropecuario
976821;470010108000000020902901000094;PH.Unidad_Predial;Forestal
791186;470010106000007670801800000011;Condominio.Unidad_Predial;Forestal
3013986;470010110000000380903901061072;PH.Unidad_Predial;Forestal
3007182;470010108000000160902901170127;PH.Unidad_Predial;Forestal
678724;470010109000000100002000000000;NPH;Forestal
3021195;470010107000000520903901060066;PH.Unidad_Predial;Forestal
1032129;470010110000000580902901030145;PH.Unidad_Predial;Forestal
1025395;470010106000004050019000000000;NPH;Forestal
968385;470010104000000130902901160072;PH.Unidad_Predial;Forestal
3018732;470010104000000020902901020074;PH.Unidad_Predial;Forestal
969022;470010106000000560901904020203;PH.Unidad_Predial;Forestal
1033071;470010110000000480904901990232;PH.Unidad_Predial;Forestal
685118;470010110000000570902900000082;PH.Unidad_Predial;Forestal
3010986;470010110000000190906900000316;PH.Unidad_Predial;Agropecuario
868215;470010103000004620007500000061;Parque_Cementerio.Unidad_Predial;Forestal
1060450;470010110000000380904901010090;PH.Unidad_Predial;Agropecuario
964985;470010104000000320023000000000;NPH;Agropecuario
888771;470010110000000190902901010341;PH.Unidad_Predial;Agropecuario
984458;470010110000000620901901090129;PH.Unidad_Predial;Forestal
3024090;470010107000000630903901010212;PH.Unidad_Predial;Forestal
968693;470010101000001360901900000051;PH.Unidad_Predial;Agropecuario
784521;470010106000010440018000000000;NPH;Forestal
968054;470010106000000560901904050231;PH.Unidad_Predial;Forestal
799907;470010106000000060009000000000;NPH;Forestal
1062527;470010105000002120801800000038;Condominio.Unidad_Predial;Forestal
760472;470010106000011540030500000001;Parque_Cementerio.Unidad_Predial;Forestal
694366;470010106000010430011000000000;NPH;Forestal
884789;470010106000006310005500000001;Parque_Cementerio.Unidad_Predial;Forestal
997949;470010107000000460901901010022;PH.Unidad_Predial;Forestal
791374;470010102000002890041000000000;NPH;Forestal
963424;470010106000001160009000000000;NPH;Forestal
980463;470010108000000010901903030802;PH.Unidad_Predial;Forestal
3016998;470010104000000010901901060125;PH.Unidad_Predial;Agropecuario
3023886;470010107000000630903901040118;PH.Unidad_Predial;Forestal
1064627;470010110000000380901902020345;PH.Unidad_Predial;Forestal
981101;470010110000000870901900000015;PH.Unidad_Predial;Forestal
3008643;470010110000000380903901000704;PH.Unidad_Predial;Forestal
3016278;470010104000000020902901020067;PH.Unidad_Predial;Forestal
1007350;470010107000001210901901020027;PH.Unidad_Predial;Forestal
669277;470010106000009920019000000000;NPH;Forestal
954610;470010107000000120901901020041;PH.Unidad_Predial;Forestal
1008271;470010110000000380903901000777;PH.Unidad_Predial;Forestal
990719;470010110000000480904901100178;PH.Unidad_Predial;Forestal
986583;470010110000000010901901010006;PH.Unidad_Predial;Forestal
3022833;470010107000000520903901010051;PH.Unidad_Predial;Forestal
1033223;470010110000000640903904011194;PH.Unidad_Predial;Forestal
985261;470010108000000010901903020752;PH.Unidad_Predial;Forestal
658574;470010104000000330020000000000;NPH;Forestal
1025109;470010107000000230901902010016;PH.Unidad_Predial;Agropecuario
982107;470010109000000690901900000026;PH.Unidad_Predial;Forestal
1051684;470010103000005400016000000000;NPH;Forestal
971831;470010107000000120902901000091;PH.Unidad_Predial;Forestal
3024996;470010110000000400904902151191;PH.Unidad_Predial;Forestal
1020981;470010107000000740901901160234;PH.Unidad_Predial;Forestal
3016194;470010107000000020901901070136;PH.Unidad_Predial;Forestal
990298;470010110000000480904901110187;PH.Unidad_Predial;Forestal
683505;470010104000000910903901000199;PH.Unidad_Predial;Forestal
769996;470010106000011950035500000001;Parque_Cementerio.Unidad_Predial;Forestal
3010737;470010110000000870902901020179;PH.Unidad_Predial;Forestal
3024666;470010110000000400904901020809;PH.Unidad_Predial;Forestal
3009534;470010110000000380901902060426;PH.Unidad_Predial;Forestal
811930;470010107000001340042000000000;NPH;Forestal
992753;470010115000006650901900001023;PH.Unidad_Predial;Forestal
1005320;470010106000011600018000000000;NPH;Forestal
3011523;470010104000000630901901140053;PH.Unidad_Predial;Forestal
988473;470010110000000530902901110304;PH.Unidad_Predial;Agropecuario
678767;470010113000000350801800000034;Condominio.Unidad_Predial;Forestal
3006915;470010110000000380901901070379;PH.Unidad_Predial;Forestal
985536;470010108000000010901901030258;PH.Unidad_Predial;Forestal
927405;470010108000000160903901160220;PH.Unidad_Predial;Forestal
709461;470010103000004620091500000029;Parque_Cementerio.Unidad_Predial;Forestal
3013905;470010104000000650901901020437;PH.Unidad_Predial;Forestal
1050346;470010107000001050801800000122;Condominio.Unidad_Predial;Forestal
964007;470010104000000540901901030183;PH.Unidad_Predial;Agropecuario
983057;470010108000000010901901040394;PH.Unidad_Predial;Forestal
981260;470010110000000380903900001265;PH.Unidad_Predial;Forestal
3010302;470010110000000380903901000876;PH.Unidad_Predial;Forestal
975054;470010110000000380903901001217;PH.Unidad_Predial;Forestal
791104;470010102000003190801800000026;Condominio.Unidad_Predial;Forestal
1034427;470010110000000400903901020313;PH.Unidad_Predial;Forestal
940323;470010107000000280906901030649;PH.Unidad_Predial;Agropecuario
800335;470010106000011390023000000000;NPH;Forestal
1041392;470010106000001120002000000000;NPH;Forestal
3014628;470010110000000380904901000025;PH.Unidad_Predial;Agropecuario
694026;470010110000000570902900000188;PH.Unidad_Predial;Forestal
810231;470010115000000730096500000001;Parque_Cementerio.Unidad_Predial;Forestal
988682;470010107000000520902901020032;PH.Unidad_Predial;Forestal
979606;470010110000000380903901010960;PH.Unidad_Predial;Forestal
789949;470010106000007380005000000000;NPH;Forestal
1066634;470010104000000300904901080801;PH.Unidad_Predial;Forestal
717730;470010105000002670001500000007;Parque_Cementerio.Unidad_Predial;Forestal
772408;470010114000000720025500000001;Parque_Cementerio.Unidad_Predial;Forestal
1000848;470010104000000540901901010143;PH.Unidad_Predial;Agropecuario
3023019;470010107000000490905902040300;PH.Unidad_Predial;Forestal
976084;470010110000000380903900001263;PH.Unidad_Predial;Forestal
3022902;470010110000000400904901030922;PH.Unidad_Predial;Forestal
3010299;470010110000000190903901000317;PH.Unidad_Predial;Agropecuario
3009993;470010107000000740901902040202;PH.Unidad_Predial;Forestal
975068;470010110000000710901901070208;PH.Unidad_Predial;Forestal
791867;470010103000000240033000000000;NPH;Forestal
3009615;470010107000000120902901000060;PH.Unidad_Predial;Forestal
1065206;470010107000000460902901010054;PH.Unidad_Predial;Forestal
754794;470010106000009040086500000001;Parque_Cementerio.Unidad_Predial;Forestal
3015024;470010107000000060904901070102;PH.Unidad_Predial;Forestal
1049160;470010108000000010901902110521;PH.Unidad_Predial;Forestal
802891;470010110000001590901901000036;PH.Unidad_Predial;Agropecuario
983851;470010107000000610901901010013;PH.Unidad_Predial;Forestal
790256;470010113000000770801800000030;Condominio.Unidad_Predial;Forestal
3014583;470010107000000490905901000546;PH.Unidad_Predial;Forestal
972313;470010107000000120902901000106;PH.Unidad_Predial;Forestal
972610;470010107000000150903901090170;PH.Unidad_Predial;Forestal
797910;470010109000003340024000000000;NPH;Forestal
661361;470010110000000250003500000020;Informal;Forestal
879655;470010900000002100001500000001;Parque_Cementerio.Unidad_Predial;Forestal
943277;470010107000000300901901000016;PH.Unidad_Predial;Agropecuario
791351;470010110000000630901901010050;PH.Unidad_Predial;Forestal
3008202;470010110000000380903901000830;PH.Unidad_Predial;Forestal
959580;470010107000000740901901230246;PH.Unidad_Predial;Forestal
940188;470010107000000970801800000000;Condominio.Matriz;Forestal
1018715;470010107000000740901902040183;PH.Unidad_Predial;Forestal
1064947;470010110000001590901901000065;PH.Unidad_Predial;Agropecuario
866964;470010103000002300012000000000;NPH;Forestal
969733;470010107000000080909901010360;PH.Unidad_Predial;Forestal
755773;470010107000000130022500000001;Informal;Forestal
1064860;470010107000000600902901010075;PH.Unidad_Predial;Forestal
1029205;470010110000000830901901141408;PH.Unidad_Predial;Forestal
802617;470010103000004620010500000186;Parque_Cementerio.Unidad_Predial;Forestal
3022056;470010110000000540902901020097;PH.Unidad_Predial;Forestal
3020991;470010107000001610801800000003;Condominio.Unidad_Predial;Forestal
756400;470010104000000570001500000001;Informal;Agropecuario
987838;470010108000000180902901000155;PH.Unidad_Predial;Forestal
979651;470010108000000160902901080094;PH.Unidad_Predial;Forestal
971705;470010104000000020901901060028;PH.Unidad_Predial;Forestal
922561;470010110000000660901901000117;PH.Unidad_Predial;Forestal
3018060;470010110000000640903901010645;PH.Unidad_Predial;Forestal
989708;470010110000000380903901001018;PH.Unidad_Predial;Forestal
755537;470010103000007810012500000001;Parque_Cementerio.Unidad_Predial;Forestal
948402;470010104000000640901901031020;PH.Unidad_Predial;Forestal
1004117;470010104000000540901901050216;PH.Unidad_Predial;Agropecuario
985633;470010110000000570901901020036;PH.Unidad_Predial;Forestal
3007515;470010110000000380901902080430;PH.Unidad_Predial;Forestal
982528;470010110000000400903901010229;PH.Unidad_Predial;Forestal
3020004;470010107000000020901901020088;PH.Unidad_Predial;Forestal
1064568;470010110000000400902901010088;PH.Unidad_Predial;Forestal
786536;470010900000001090801800000007;Condominio.Unidad_Predial;Forestal
999187;470010102000003190801800000019;Condominio.Unidad_Predial;Forestal
1010309;470010115000006830026000000000;NPH;Forestal
3024552;470010107000000400902901030028;PH.Unidad_Predial;Forestal
991811;470010110000000640903901010678;PH.Unidad_Predial;Forestal
924506;470010900000001780023000000000;NPH;Forestal
974627;470010107000000460901901010018;PH.Unidad_Predial;Forestal
1044082;470010107000000310905901030137;PH.Unidad_Predial;Forestal
3024759;470010110000000400904901030947;PH.Unidad_Predial;Forestal
3020022;470010107000000490905901000447;PH.Unidad_Predial;Forestal
963043;470010101000001020004000000000;NPH;Forestal
1049727;470010107000000150903901110182;PH.Unidad_Predial;Forestal
1058305;470010101000001020901900000000;PH.Unidad_Predial;Agropecuario
1053177;470010104000000280901901020020;PH.Unidad_Predial;Forestal
961660;470010800000000670063000000000;NPH;Agropecuario
992002;470010108000000010901901060434;PH.Unidad_Predial;Forestal
3014847;470010110000000380903901001021;PH.Unidad_Predial;Forestal
3020382;470010107000000020901901130233;PH.Unidad_Predial;Forestal
1061027;470010107000000490905901000429;PH.Unidad_Predial;Forestal
977591;470010104000000280902901070160;PH.Unidad_Predial;Forestal
666347;470010107000000130122000000000;NPH;Forestal
789336;470010106000004530003000000000;NPH;Forestal
3016962;470010107000000120903901010364;PH.Unidad_Predial;Forestal
987829;470010110000000640903900010750;PH.Unidad_Predial;Forestal
3008595;470010110000000380904901000001;PH.Unidad_Predial;Agropecuario
758479;470010103000004620004500000168;Parque_Cementerio.Unidad_Predial;Forestal
880975;470010106000011540030000000000;NPH;Forestal
768622;470010107000001290011500000001;Informal;Forestal
943178;470010107000000090902901010076;PH.Unidad_Predial;Forestal
3011751;470010107000000690907901030248;PH.Unidad_Predial;Forestal
942195;470010105000000020901900000026;PH.Unidad_Predial;Agropecuario
1049780;470010104000000010901901120173;PH.Unidad_Predial;Agropecuario
969786;470010107000000150904901010270;PH.Unidad_Predial;Forestal
756458;470010106000005650020500000002;Parque_Cementerio.Unidad_Predial;Forestal
767362;470010110000001480008500000001;Informal;Forestal
1000570;470010107000000630904901000285;PH.Unidad_Predial;Forestal
662780;470010104000000760010000000000;NPH;Forestal
1017755;470010108000000020902901020131;PH.Unidad_Predial;Forestal
768626;470010110000001260019500000001;Informal;Forestal
668694;470010109000002080089000000000;NPH;Forestal
3012627;470010110000000620901901080123;PH.Unidad_Predial;Forestal
3015645;470010107000000280904902010217;PH.Unidad_Predial;Forestal
3009852;470010108000000140902901100115;PH.Unidad_Predial;Forestal
1066511;470010110000000380903901000737;PH.Unidad_Predial;Forestal
978209;470010110000000400903901010400;PH.Unidad_Predial;Forestal
3014640;470010107000000300905901020029;PH.Unidad_Predial;Forestal
3022020;470010107000000770902901010056;PH.Unidad_Predial;Forestal
1000783;470010110000002430901901030073;PH.Unidad_Predial;Forestal
1006284;470010102000003920801800000019;Condominio.Unidad_Predial;Forestal
985647;470010107000000740901901090220;PH.Unidad_Predial;Forestal
791380;470010106000009030041000000000;NPH;Forestal
3024615;470010110000000190903901000308;PH.Unidad_Predial;Agropecuario
1025433;470010105000000900801800000018;Condominio.Unidad_Predial;Forestal
1065229;470010107000000630903901090145;PH.Unidad_Predial;Forestal
664915;470010107000001350168000000000;NPH;Forestal
1062356;470010115000006650901900000138;PH.Unidad_Predial;Forestal
922382;470010103000004620007500000067;Parque_Cementerio.Unidad_Predial;Forestal
1042653;470010104000000540901901040194;PH.Unidad_Predial;Agropecuario
766777;470010111000002360001500000006;Parque_Cementerio.Unidad_Predial;Forestal
761437;470010103000004620012500000013;Parque_Cementerio.Unidad_Predial;Forestal
870664;470010800000001060002500000005;Parque_Cementerio.Unidad_Predial;Forestal
681296;470010103000010970006000000000;NPH;Forestal
980397;470010110000000380901902020166;PH.Unidad_Predial;Forestal
759504;470010103000001120007500000001;Parque_Cementerio.Unidad_Predial;Forestal
3020700;470010107000000320903901010124;PH.Unidad_Predial;Forestal
1064337;470010110000000400904901161041;PH.Unidad_Predial;Forestal
705491;470010106000001590015500000001;Parque_Cementerio.Unidad_Predial;Forestal
1034626;470010108000000010901903060916;PH.Unidad_Predial;Forestal
754933;470010103000001120008500000001;Parque_Cementerio.Unidad_Predial;Forestal
959959;470010115000006650901900000619;PH.Unidad_Predial;Forestal
943950;470010107000000150903901070160;PH.Unidad_Predial;Forestal
800571;470010106000009120003500000001;Parque_Cementerio.Unidad_Predial;Forestal
797363;470010105000002300011000000000;NPH;Forestal
1029920;470010107000000630904901150414;PH.Unidad_Predial;Forestal
723386;470010106000011540028500000001;Parque_Cementerio.Unidad_Predial;Forestal
986070;470010108000000020902901020119;PH.Unidad_Predial;Forestal
969938;470010107000000080905901020199;PH.Unidad_Predial;Forestal
944906;470010107000000460903901010140;PH.Unidad_Predial;Forestal
1061685;470010115000006840005000000000;NPH;Forestal
982508;470010107000000600902901040113;PH.Unidad_Predial;Forestal
886070;470010800000000500002500000005;Parque_Cementerio.Unidad_Predial;Forestal
959132;470010110000000380903900001261;PH.Unidad_Predial;Forestal
1026505;470010108000000060902902130137;PH.Unidad_Predial;Forestal
3012834;470010107000001570801800000015;Condominio.Unidad_Predial;Forestal
1053392;470010107000000270905901070298;PH.Unidad_Predial;Agropecuario
3024363;470010107000000630903901050125;PH.Unidad_Predial;Forestal
959731;470010110000000380903901080667;PH.Unidad_Predial;Forestal
990115;470010110000000610902900000134;PH.Unidad_Predial;Forestal
975636;470010110000000640903903060576;PH.Unidad_Predial;Forestal
3023571;470010107000000320903901030148;PH.Unidad_Predial;Forestal
788937;470010106000009040009000000000;NPH;Forestal
1071628;470010108000000010901901040403;PH.Unidad_Predial;Forestal
729721;470010107000001380193500000001;Parque_Cementerio.Unidad_Predial;Forestal
660826;470010107000001350169000000000;NPH;Forestal
3022677;470010110000000400904902121156;PH.Unidad_Predial;Forestal
994588;470010115000004910002000000000;NPH;Forestal
968868;470010107000000180077000000000;NPH;Agropecuario
3018492;470010110000000620902901120422;PH.Unidad_Predial;Forestal
965530;470010107000000490904901010153;PH.Unidad_Predial;Forestal
3014022;470010107000000130902901010067;PH.Unidad_Predial;Forestal
1067098;470010110000000620903901990599;PH.Unidad_Predial;Forestal
862637;470010107000001410020500000026;Parque_Cementerio.Unidad_Predial;Forestal
941228;470010107000000190905901010211;PH.Unidad_Predial;Forestal
790756;470010106000007680801800000011;Condominio.Unidad_Predial;Forestal
772306;470010900000002030020500000001;Parque_Cementerio.Unidad_Predial;Forestal
991300;470010108000000010901903040884;PH.Unidad_Predial;Forestal
944802;470010101000001940904900000019;PH.Unidad_Predial;Forestal
974103;470010104000000610903901130158;PH.Unidad_Predial;Forestal
967686;470010107000000460903901040329;PH.Unidad_Predial;Forestal
985803;470010108000000010901903020779;PH.Unidad_Predial;Forestal
3021348;470010107000000630903901010185;PH.Unidad_Predial;Forestal
967182;470010107000000300902901060127;PH.Unidad_Predial;Forestal
770723;470010105000002680001500000021;Parque_Cementerio.Unidad_Predial;Forestal
965805;470010104000000620904901010097;PH.Unidad_Predial;Forestal
1041834;470010110000000630901901020170;PH.Unidad_Predial;Forestal
968334;470010104000000290901901020218;PH.Unidad_Predial;Agropecuario
979710;470010110000000640905901020988;PH.Unidad_Predial;Forestal
968365;470010106000000560901905020263;PH.Unidad_Predial;Forestal
1012464;470010107000000270905901030261;PH.Unidad_Predial;Agropecuario
962489;470010110000001980002500000002;Informal;Forestal
1004370;470010104000000540901901010118;PH.Unidad_Predial;Agropecuario
1012292;470010107000000430903901020112;PH.Unidad_Predial;Forestal
964718;470010104000000300903901010039;PH.Unidad_Predial;Agropecuario
3009075;470010107000000150901901010031;PH.Unidad_Predial;Forestal
694284;470010104000000300903901030087;PH.Unidad_Predial;Agropecuario
1028993;470010107000000570903901060165;PH.Unidad_Predial;Forestal
992290;470010110000000380901902020157;PH.Unidad_Predial;Forestal
948063;470010104000000540901901050210;PH.Unidad_Predial;Agropecuario
752751;470010114000001290001500000104;Parque_Cementerio.Unidad_Predial;Forestal
3013491;470010110000000380901902010043;PH.Unidad_Predial;Forestal
3022560;470010107000000490905902000499;PH.Unidad_Predial;Forestal
1053300;470010104000001300001000000000;NPH;Forestal
3007032;470010107000000310902901040046;PH.Unidad_Predial;Forestal
1053327;470010104000000610903901010072;PH.Unidad_Predial;Forestal
973557;470010104000000300904901080805;PH.Unidad_Predial;Forestal
3011994;470010110000000530902901040204;PH.Unidad_Predial;Agropecuario
3015828;470010104000000020902901140181;PH.Unidad_Predial;Forestal
3018381;470010110000002430901901070097;PH.Unidad_Predial;Forestal
764772;470010111000000430001500000013;Parque_Cementerio.Unidad_Predial;Forestal
980143;470010110000000380903901081080;PH.Unidad_Predial;Forestal
784423;470010106000011570004000000000;NPH;Forestal
746644;470010109000001180010500000001;Parque_Cementerio.Unidad_Predial;Forestal
3023064;470010110000000400904901161056;PH.Unidad_Predial;Forestal
1037875;470010104000000740901901020030;PH.Unidad_Predial;Agropecuario
951708;470010110000000480904901100171;PH.Unidad_Predial;Forestal
3016542;470010107000000300902901100144;PH.Unidad_Predial;Forestal
986404;470010108000000010901901030287;PH.Unidad_Predial;Forestal
1008177;470010110000000630901901090283;PH.Unidad_Predial;Forestal
963510;470010106000007710801800000016;Condominio.Unidad_Predial;Forestal
3009468;470010107000000410904901010122;PH.Unidad_Predial;Forestal
963242;470010105000000020023000000000;NPH;Forestal
3016776;470010104000000020902901030121;PH.Unidad_Predial;Forestal
3017523;470010107000000020901901070201;PH.Unidad_Predial;Forestal
985454;470010110000000530902901010149;PH.Unidad_Predial;Forestal
769800;470010106000001160022000000000;NPH;Forestal
974836;470010106000000560901905050274;PH.Unidad_Predial;Forestal
975870;470010108000000020902901020134;PH.Unidad_Predial;Forestal
3020823;470010107000000080907901020287;PH.Unidad_Predial;Forestal
3012717;470010107000000570903901080180;PH.Unidad_Predial;Forestal
788911;470010115000002690002000000000;NPH;Forestal
